SKU;Name;Parent SKU;Min - Max;Type;Default price;Extra price;Accounting group;Button name;Cost price;Package content (stock management);Package unit (stock management);Weight;Tare (grams, selling by weight);Sharing status;Statistics group
348;Pizza Sauce - Citadel Portugal - 4200g;;;item;0.0;;Food;tomato sauce - 4.1Kg;9.4100;4.20000;MASS;;;LOCAL;default/
350;Sloe Gin Fizz;;;item;11.0;;Cocktails;Sloe Gin Fizz;1.5763;;;;;LOCAL;
351;Weiss Wein - Grauburgunder 1l;;;item;27.0;;Wein;Weiss Wein - Grauburgunder 1l;5.3800;1.00000;VOLUME;;;LOCAL;
352;Brandenburger Quell Classic - 0,7l Flasche;;;item;0.0;;Mixers;Brandenburger Quell classic;0.4100;0.70000;VOLUME;;;LOCAL;
354;Citadelle Gin - 0,7l Flasche;;;item;0.0;;Spirit Bottles;citadelle Gin 0,7 Flasche;20.9000;0.70000;VOLUME;;;LOCAL;
355;Larios Rose Gin - 0.7l Flasche;;;item;0.0;;Spirit Bottles;Larios Rose Gin 0.7l - Flasche;12.1300;0.70000;VOLUME;;;LOCAL;
356;Jack Daniels - 1l Flasche;;;item;0.0;;Whiskey Bottles;Jack daniels 1l - Flasche;25.8900;1.00000;VOLUME;;;LOCAL;
357;Bulleit Whiskey - 0.7l Flasche;;;item;0.0;;Whiskey Bottles;Bulleit Whiskey;21.9700;0.70000;VOLUME;;;LOCAL;
358;Jameson - 0.7l Flasche;;;item;0.0;;Whiskey Bottles;Jameson 1l - Flasche;17.0800;0.70000;VOLUME;;;LOCAL;
359;Jameson BLACK - 0,7l Flasche;;;item;0.0;;Whiskey Bottles;jameson BLACK 0.7l - Flasche;31.4400;0.70000;VOLUME;;;LOCAL;
360;Berliner Luft 1l - Flasche;;;item;0.0;;Spirit Bottles;Berliner Luft 1l - Flasche;10.0700;1.00000;VOLUME;;;LOCAL;
361;Brlo Cider - Rose;;;item;4.5;;Ciders;Brlo Cider - Rose;1.4500;0.33000;VOLUME;;;LOCAL;default/
363;Brlo Cider - Classic Apple;;;item;4.5;;Ciders;Brlo Cider - Classic Apple;1.4500;0.33000;VOLUME;;;LOCAL;default/
364;Brlo - HELLES 0,33L;;;item;4.5;;Alkohol;Brlo HELLES - 0,33l;1.1600;0.33000;VOLUME;;;LOCAL;default/
365;Plantation DARK Rum - 0.7l Flasche;;;item;0.0;;Spirit Bottles;Plantation Rum 0.7l - Flasche;15.7200;0.70000;VOLUME;;;LOCAL;
366;Plantation 3 star Rum - 0.7l Flasche;;;item;0.0;;Spirit Bottles;Plantation 3 star Rum 0.7l - Flasche;15.5500;0.70000;VOLUME;;;LOCAL;
367;Thomas Henry - Spicy Ginger - 1l Flasche;;;item;0.0;;Mixers;Fever Tree Ginger Beer;1.7600;1.00000;VOLUME;;;LOCAL;
368;Magners Original - 0.568l;;;item;7.0;;Ciders;Magners Original - 0.568l;2.1800;0.56800;VOLUME;;;LOCAL;default/
369;Magners Berry - 0.568l;;;item;7.0;;Ciders;Magners Berry - 0.568l;2.1800;0.56800;VOLUME;;;LOCAL;default/
370;Magners Pear - 0.568l;;;item;7.0;;Ciders;Magners Pear - 0.568l;2.1800;0.56800;VOLUME;;;LOCAL;default/
371;Rauch Orangensaft - 1l Flasche;;;item;0.0;;Mixers;Dietz Orangensaft;3.3300;1.00000;VOLUME;;;LOCAL;
372;Frizzante HM - Prosecco 0,75l;;;item;28.0;;Wein;Prosecco Bottle 0,75l;2.4900;0.75000;VOLUME;;;LOCAL;
373;Aperol - 1l;;;item;0.0;;Spirit Bottles;Aperol - 1l;16.1100;1.00000;VOLUME;;;LOCAL;
374;Bulmers Original - 0,5l;;;item;7.0;;Ciders;Bulmers Originial - 0,5l;1.8700;0.50000;VOLUME;;;LOCAL;default/
375;Bulmers Red Berries - 0,5l;;;item;7.0;;Ciders;Bulmers Red Berries - 0,5l;1.8700;0.50000;VOLUME;;;LOCAL;default/
376;Bulmers Pear - 0,5l;;;item;7.0;;Ciders;Bulmers Pear - 0,5l;1.8700;0.50000;VOLUME;;;LOCAL;default/
377;OBC Classic - 0,33l;;;item;4.5;;Ciders;OBC Classic - 0,33l;1.1000;0.33000;VOLUME;;;LOCAL;default/
378;Somersby Blackberry Cider - 0,33l;;;item;4.5;;Ciders;Somersby Blackberry Cider - 0,33l;1.3200;0.33000;VOLUME;;;LOCAL;default/
379;Somersby Apple cider - 0,33l;;;item;4.5;;Ciders;Somersby Apple cider - 0,33l;1.3200;0.33000;VOLUME;;;LOCAL;default/
380;Somersby Mango & Lime - 0,33l;;;item;4.5;;Ciders;Somersby Mango & Like - 0,33l;1.2200;0.33000;VOLUME;;;LOCAL;default/
382;Glenfiddich Sing. Malt 12 - 0.7l Flasche;;;item;;;Whiskey Bottles;Glenfiddich Sing. Malt 12 - 0.7l Flasche;29.8600;0.70000;VOLUME;;;LOCAL;default/
383;Glenkinchie 12J - 0.7l Flasche;;;item;;;Whiskey Bottles;Glenkinchie 12J - 0.7l Flasche;36.9500;0.70000;VOLUME;;;LOCAL;default/
384;Glenmorangie 10j - 0.7l Flasche;;;item;;;Whiskey Bottles;Glenmorangie 10j - 0.7l Flasche;28.2400;0.70000;VOLUME;;;LOCAL;default/
385;Lagavulin 8J - 0,7l Flasche;;;item;;;Whiskey Bottles;lagvulin 8J - 0.7l Flasche;57.2300;0.70000;VOLUME;;;LOCAL;default/
386;Laphroaig 10J - 0,7l Flasche;;;item;;;Whiskey Bottles;Laphroaig 10J - 0.7l Flasche;36.8400;0.70000;VOLUME;;;LOCAL;default/
387;Talisker 10J - 0,7l Flasche;;;item;;;Whiskey Bottles;Talisker 10J - 0.7l Flasche;33.6500;0.70000;VOLUME;;;LOCAL;default/
388;Maker's Mark - 1l Flasche;;;item;0.0;;Whiskey Bottles;Maker's Mark - 1l Flasche;28.2900;1.00000;VOLUME;;;LOCAL;
389;Beefeater - 1l Flasche;;;item;;;Spirit Bottles;beefeater - 1l Flasche;21.2600;1.00000;VOLUME;;;LOCAL;default/
390;Bombay Saphire - 1l Flasche;;;item;;;Spirit Bottles;Bombay Saphire - 1l Flasche;24.8600;1.00000;VOLUME;;;LOCAL;default/
391;Botanist - 0.7l Flasche;;;item;;;Spirit Bottles;Botanist - 0.7l Flasche;27.8300;0.70000;VOLUME;;;LOCAL;default/
392;Bulldog - 0.7l Flasche;;;item;;;Spirit Bottles;Bulldog - 0.7l Flasche;19.9100;0.70000;VOLUME;;;LOCAL;default/
393;Gin Mare - 0.7l Flasche;;;item;;;Spirit Bottles;Mare - 0.7l Flasche;32.9700;0.70000;VOLUME;;;LOCAL;default/
394;Danish Crown Professional Halal Salami - 1kg;;;item;0.0;;Food;1000g ARO Pizza-Salami Classic;10.8400;1000.00000;MASS;;;LOCAL;
395;Henkelmann Peperonisalami, fein gekörnt - 1kg;;;item;0.0;;Food;1000g ARO Pizza-Pepperoni Classic;10.5900;1000.00000;MASS;;;LOCAL;
399;Dietz Tomatensaft - 1l Flasche;;;item;;;Mixers;Dietz Tomatensaft - 1l Flasche;1.3900;1.00000;VOLUME;;;LOCAL;default/
400;Sangrita Picante - 0.5l Flasche;;;item;;;Mixers;Sangrita Picante - 0.5l Flasche;2.7300;500.00000;VOLUME;;;LOCAL;default/
401;Tabasco - 60 ml Flasche;;;item;;;Divers;Tabasco - 60 ml Flasche;2.8400;60.00000;VOLUME;;;LOCAL;default/
402;Wodka HM - 1l Flasche;;;item;;;Spirit Bottles;Haskowitch Wodka - 1l Flasche;9.1800;1.00000;VOLUME;;;LOCAL;default/
403;Mexicaner - Batch - 2.86l;;;item;;;SHOTS;Mexicaner - Batch - 2.86l;17.1390;2.86000;VOLUME;;;LOCAL;default/
404;Rotwein - Cote du Rhone Momm. 1l Flasche;;;item;27.0;;Wein;Rotwein - Cote du Rhone 1l;6.4200;1.00000;VOLUME;;;LOCAL;
405;Rotwein - RIOJA Valde. Tinto 0,75l Flasche;;;item;18.9;;Wein;Rotwein - El Coto Rosado RIOJA 0,75l Flasche;5.5700;0.75000;VOLUME;;;LOCAL;
406;Flying Solo Rose Gayda - Rose 0,75l Flasche;;;item;0.0;;Wein;Corsaire Rosewein - Rose 0,75l Flasche;5.0600;0.70000;VOLUME;;;LOCAL;
407;Thomas Henry - Ginger Ale - 1l Flasche;;;item;0.0;;Mixers;Fever Tree Ginger Ale 0,75l Flasche;1.7600;1.00000;VOLUME;;;LOCAL;
408;Fever Tree Wild Berry - 0,75l Flasche;;;item;0.0;;Mixers;Fever Tree Wild Berry 0,75l Flasche;1.9800;0.75000;VOLUME;;;LOCAL;
409;Sprite PET - 1l Flasche;;;item;0.0;;Mixers;Sprite 1l Flasche;1.2400;1.00000;VOLUME;;;LOCAL;
410;Coca-Cola PET - 1l Flasche;;;item;0.0;;Mixers;Coca-Cola PET 1l Flasche;1.2400;1.00000;VOLUME;;;LOCAL;
411;Dietz Ananassaft - 1l Flasche;;;item;0.0;;Mixers;Dietz Ananassaft 1l Flasche;2.0300;1.00000;VOLUME;;;LOCAL;
412;Baileys Irish Cream - 1l Flasche;;;item;0.0;;Spirit Bottles;Baileys Irish Cream 1l Flasche;17.6600;1.00000;VOLUME;;;LOCAL;
413;Tequila Olmeca Silver - 0,7l Flasche;;;item;0.0;;Spirit Bottles;Tequila Olmeca Silver 0,7l;22.9700;0.70000;VOLUME;;;LOCAL;
415;Jägermeister 35% - 1l Flasche;;;item;0.0;;Spirit Bottles;Jägermeister 35% 1l Flasche;18.7100;1.00000;VOLUME;;;LOCAL;
416;Sambuca Ramazzotti 38% - 0,7l Flasche;;;item;0.0;;Spirit Bottles;Sambuca Ramazzotti 38% 0,7l Flasche;12.3700;0.70000;VOLUME;;;LOCAL;
417;Lillet Blanc Weinaperitif - 0,75l Flasche;;;item;0.0;;Spirit Bottles;Lillet Blanc Weinaperitif 0,75l;14.2700;0.75000;VOLUME;;;LOCAL;
418;Kahlua Coffee Liqueur - 0,7l Flasche;;;item;0.0;;Spirit Bottles;Kahlua Coffee Liqueur - 0,7l Flasche;15.6900;0.70000;VOLUME;;;LOCAL;
419;Limoncello Ramazzotti - 1l Flasche;;;item;0.0;;Spirit Bottles;Limoncello Ramazzotti - 1l Flasche;17.0500;1.00000;VOLUME;;;LOCAL;
420;Campari - 1l Flasche;;;item;0.0;;Spirit Bottles;Campari - 1l Flasche;19.1200;1.00000;VOLUME;;;LOCAL;
421;Vermouth Punt E Mes - 0,75l Flasche;;;item;0.0;;Spirit Bottles;Vermouth Punt E Mes - 0,75l Flasche;13.9800;0.75000;VOLUME;;;LOCAL;
422;Disaronno Amaretto - 1l Flasche;;;item;0.0;;Spirit Bottles;Disaronno Amaretto - 0,7l Flasche;19.0300;1.00000;VOLUME;;;LOCAL;
423;Pitu Cachaca - 1l Flasche;;;item;0.0;;Spirit Bottles;Pitu Cachaca - 1l Flasche;15.1100;1.00000;VOLUME;;;LOCAL;
424;Bols Peach - 0,7l Flasche;;;item;0.0;;Spirit Bottles;Bols Peach - 0,7l Flasche;10.6900;0.70000;VOLUME;;;LOCAL;
425;Cointreau - 0.7l Flasche;;;item;0.0;;Spirit Bottles;Cointreau - 1l Flasche;16.2500;0.70000;VOLUME;;;LOCAL;
426;Barracuda Spiced Rum - 0,7l Flasche;;;item;0.0;;Spirit Bottles;Barracuda Spiced Rum - 0,7l Flasche;14.9900;0.70000;VOLUME;;;LOCAL;
427;Hayman's Sloe Gin - 0,7l Flasche;;;item;0.0;;Spirit Bottles;Hayman's Sloe Gin - 0,7l Flasche;24.1000;0.70000;VOLUME;;;LOCAL;
428;Hendrick's Gin - 0,7l Flasche;;;item;0.0;;Spirit Bottles;Hendrick's Gin - 0,7l Flasche;27.4700;0.70000;VOLUME;;;LOCAL;
429;Illusionist Dry Gin - 0,5l Flasche;;;item;0.0;;Spirit Bottles;Illusionist Dry Gin - 0,5l Flasche;30.9400;0.50000;VOLUME;;;LOCAL;
430;Illusionist Masquerade alkoholfrei - 0,5l Flasche;;;item;0.0;;Spirit Bottles;Illusionist Masquerade alkoholfrei - 0,5l Flasche;17.9100;0.50000;VOLUME;;;LOCAL;
431;Inverroche Amber - 0,7l Flasche;;;item;0.0;;Spirit Bottles;Inverroche Amber - 0,7l Flasche;28.9100;0.70000;VOLUME;;;LOCAL;
432;Mampe Gin - 0,7l Flasche;;;item;0.0;;Spirit Bottles;Mampe Gin - 0,7l Flasche;11.3800;0.70000;VOLUME;;;LOCAL;
433;Martin Millers - 0,7l Flasche;;;item;0.0;;Spirit Bottles;Martin Millers - 0,7l Flasche;20.4400;0.70000;VOLUME;;;LOCAL;
434;Monkey 47 Dry - 0,5l Flasche;;;item;0.0;;Spirit Bottles;Monkey 47 Dry - 0,5l Flasche;32.6100;0.50000;VOLUME;;;LOCAL;
435;Roku Gin - 0,7l Flasche;;;item;0.0;;Spirit Bottles;Roku Gin - 0,7l Flasche;24.2200;0.70000;VOLUME;;;LOCAL;
436;Siegfried Rheinland Dry - 0,5l Flasche;;;item;0.0;;Spirit Bottles;Siegfried Rheinland Dry - 0,5l Flasche;26.4100;0.50000;VOLUME;;;LOCAL;
437;Siegfried Wonderleaf Afrei - 0,5l Flasche;;;item;0.0;;Spirit Bottles;Siegfried Wonderleaf Afrei - 0,5l Flasche;16.3600;0.50000;VOLUME;;;LOCAL;
438;Sipsmith London Dry - 0,7l Flasche;;;item;0.0;;Spirit Bottles;Sipsmith London Dry - 0,7l Flasche;20.9300;0.70000;VOLUME;;;LOCAL;
439;Gin Sul - 0,5l Flasche;;;item;0.0;;Spirit Bottles;Gin Sul - 0,5l Flasche;29.4500;0.50000;VOLUME;;;LOCAL;
440;Tanqueray Dry - 1l Flasche;;;item;0.0;;Spirit Bottles;Tanqueray Dry - 1l Flasche;23.2200;1.00000;VOLUME;;;LOCAL;
441;Tanqueray 0.0% - 0,7l Flasche;;;item;0.0;;Spirit Bottles;Tanqueray 0.0% - 0,7l Flasche;16.5100;0.70000;VOLUME;;;LOCAL;
442;Tanqueray No.10 - 0,7l Flasche;;;item;0.0;;Spirit Bottles;Tanqueray No.10 - 0,7l Flasche;25.2700;0.70000;VOLUME;;;LOCAL;
443;Grace O'Malley Gin - 0,7l Flasche;;;item;0.0;;Spirit Bottles;Grace O'Malley Gin - 0,7l Flasche;24.2200;0.70000;VOLUME;;;LOCAL;
444;Jack Daniels Rye - 0,7l Flasche;;;item;0.0;;Whiskey Bottles;Jack Daniels Rye - 0,7l Flasche;25.4700;0.70000;VOLUME;;;LOCAL;
445;Gentleman Jack - 0,7l Flasche;;;item;0.0;;Whiskey Bottles;Gentleman Jack - 0,7l Flasche;22.9600;0.70000;VOLUME;;;LOCAL;
446;Jack Daniels Fire - 0,7l Flasche;;;item;0.0;;Whiskey Bottles;Jack Daniels Fire - 0,7l Flasche;18.8500;0.70000;VOLUME;;;LOCAL;
447;Jack Daniels Honey - 0,7l Flasche;;;item;0.0;;Whiskey Bottles;Jack Daniels Honey - 0,7l Flasche;18.8500;0.70000;VOLUME;;;LOCAL;
448;Jack Daniels Apple - 0,7l Flasche;;;item;0.0;;Whiskey Bottles;Jack Daniels Apple - 0,7l Flasche;18.8500;0.70000;VOLUME;;;LOCAL;
449;Cow Milk - H-Milch 3.5% - 1l flasche;;;item;0.0;;Coffee;Cow Milk - Weihenstephan Barista H-Milch - 1l flasche;1.1300;1.00000;VOLUME;;;LOCAL;
450;Oat Milk Oatly Barista - 1l Flasche;;;item;0.0;;Coffee;Oat Milk Oatly Barista - 1l Flasche;1.9600;1.00000;VOLUME;;;LOCAL;
451;Rioba Karamell Syrup 0.7l Flasche;;;item;0.0;;Coffee;Rioba Karamell Syrup 0.7l Flasche;5.3500;0.70000;VOLUME;;;LOCAL;
452;Monin Chai Tea Sirup - 0,7l Flasche;;;item;0.0;;Coffee;Monin Chai Tea Sirup - 0,7l Flasche;8.1000;0.70000;VOLUME;;;LOCAL;
453;Giffard Haselnusssirup - 1l Flasche;;;item;0.0;;Coffee;Giffard Haselnusssirup - 1l Flasche;8.1900;1.00000;VOLUME;;;LOCAL;
455;Bedda for Pizza vegan Reibekäse 1kg;;;item;0.0;;Food;Violife Vegan Mozzarella - 1kg;12.9400;1.00000;MASS;;;LOCAL;
456;TK GIA Pizzateigkugel 35x300g;;;item;0.0;;Food;POINT OF FOOD Pizzateig 10 stuck 300g - 3kg;20.6000;10.50000;MASS;;;LOCAL;
457;TK Aviko Spicy Jacket Wedges - 2.5kg;;;item;0.0;;Food;METRO Spicy Wedges - 2.5kg;5.8600;2.50000;MASS;;;LOCAL;
458;Wanted Tortilla Chips Chili - 450g;;;item;0.0;;Food;METRO Tortilla Chips Hot - 750g;1.9100;450.00000;MASS;;;LOCAL;
459;METRO Tomato Dip Salsa 1,05kg;;;item;0.0;;Food;METRO Tomato Dip Salsa 1,05kg;11.4600;1.05000;MASS;;;LOCAL;
460;TK Avocado-Creme, Guacamole Classic - 1kg;;;item;0.0;;Food;METRO Creamy Dip Guacamole - 1kg;8.3400;1.00000;MASS;;;LOCAL;
461;Apostels Sour Cream - 3kg;;;item;0.0;;Food;Apostels Sour Cream - 1kg;10.8900;3.00000;MASS;;;LOCAL;
462;METRO Getrocknete Tomaten - 1.7l;;;item;0.0;;Food;METRO Getrocknete Tomaten - 1.7l;10.2600;1.70000;VOLUME;;;LOCAL;
463;Del Sol Jalapeno Chili - 1700g;;;item;0.0;;Food;Adria Jalapenos Scheiben - 3kg;10.7200;1700.00000;MASS;;;LOCAL;
464;Oliven, schwarz, in Scheiben - 2350g;;;item;0.0;;Food;Aro Oliven geschwärzt in Scheiben - 4.25l;9.6100;2350.00000;MASS;;;LOCAL;
465;Champignons 3.Wahl, China - 1930g;;;item;0.0;;Food;Aro Champignons 3.Wahl - 2.65l;8.0600;1930.00000;MASS;;;LOCAL;
466;SC Tomatenketchup - 875ml;;;item;0.0;;Food;Aro Tomatenketchup - 875g;2.8800;875.00000;VOLUME;;;LOCAL;
467;SC Salatmayonnaise 50% - 875ml;;;item;0.0;;Food;Aro Delikatess Mayonnaise - 500ml;3.2000;875.00000;VOLUME;;;LOCAL;
468;Homann Vegane Mayonnaise - 875ml;;;item;0.0;;Food;Homann Vegane Mayonnaise - 875ml;7.4200;875.00000;VOLUME;;;LOCAL;
469;Mississippi BBQ Sauce - 1814g;;;item;0.0;;Food;Mississippi BBQ Sauce - 1814g;7.5900;1814.00000;MASS;;;LOCAL;
470;O+G Tomaten Cherrytoma. rot 250g;;;item;0.0;;Food;Datteltomaten, Marokko - 1kg;2.0600;250.00000;MASS;;;LOCAL;
471;TK Beerenmix Extra - 2.5kg;;;item;0.0;;Food;METRO Beeren-Mix tiefgefroren - 1kg;10.7600;2.50000;MASS;;;LOCAL;
472;TK SC Süßkart.Pommes 12x12mm 2,5kg;;;item;0.0;;Food;METRO Sweet Potato Fries - 2.5kg;13.0300;2.50000;MASS;;;LOCAL;
473;Frankfurter Spitzkrug Pils 50l;;;item;0.0;;Kegs;Bergisch Löwen Pils 50l;45.5800;50.00000;VOLUME;;;LOCAL;
474;Quellmalz Dieter Spezial Pils 30l;;;item;0.0;;Kegs;Quellmalz Dieter Spezial Pils 30l;65.4500;30.00000;VOLUME;;;LOCAL;
476;Guinness Fass 30l;;;item;0.0;;Kegs;Guinness Fass 30l;98.4700;30.00000;VOLUME;;;LOCAL;
478;Stowford Cider Fass 30l;;;item;0.0;;Kegs;Stowford Cider Fass 30l;99.9600;30.00000;VOLUME;;;LOCAL;
479;Hopscor IPA - Strassenbräu Castle IPA Fass 50l;;;item;0.0;;Kegs;Strassenbräu Castle Hopscor IPA Fass 50l;154.7000;50.00000;VOLUME;;;LOCAL;
486;Fuerst Wiacek Landbier 30l;;;item;0.0;;Kegs;Fuerst Wiacek Landbier 30l;73.7800;30.00000;VOLUME;;;LOCAL;
487;Espresso Martini Glückskultur - 0,75l Flasche;;;item;0.0;;Spirit Bottles;Espresso Martini Glückskultur - 0,75l Flasche;9.4100;0.75000;VOLUME;;;LOCAL;
488;Passion Fruit Margarita Glückskultur - 0,75l Flasche;;;item;;;Spirit Bottles;Passion Fruit Margarita Glückskultur - 0,75l Flasche;9.4100;0.75000;VOLUME;;;LOCAL;default/
489;Neukölln Cosmo Glückskultur - 0,75l Flasche;;;item;;;Spirit Bottles;Neukölln Cosmo Glückskultur - 0,75l Flasche;9.4100;0.75000;VOLUME;;;LOCAL;default/
490;Paloma Glückskultur - 0,75l Flasche;;;item;;;Spirit Bottles;Paloma Glückskultur - 0,75l Flasche;9.4100;0.75000;VOLUME;;;LOCAL;default/
491;Thyme of my Life Glückskultur - 0,75l Flasche;;;item;;;Spirit Bottles;Thyme of my Life Glückskultur - 0,75l Flasche;9.4100;0.75000;VOLUME;;;LOCAL;default/
492;Sarti Rosa - 0,70 Flasche;;;item;0.0;;Spirit Bottles;Sarti Rosa - 0,70 Flasche;15.4200;0.70000;VOLUME;;;LOCAL;
493;Tails Berry Mojito - 1l Flasche;;;item;0.0;;Spirit Bottles;Tails Berry Mojito - 1l Flasche;17.9900;1.00000;VOLUME;;;LOCAL;
494;Giffard Rohrzucker Sirup - 1l Flasche;;;item;0.0;;Spirit Bottles;Giffard Rohrzucker Sirup - 1l Flasche;7.0300;1.00000;VOLUME;;;LOCAL;
495;Hopscor Rotbier - Strassenbräu Ziegel Amber Ale 50l;;;item;0.0;;Kegs;Strassenbräu Ziegel Amber Ale 50l;148.7500;50.00000;VOLUME;;;LOCAL;
496;Augustiner 0.33l;;;item;4.0;;Alkohol;Augustiner 0.33l;0.7900;;;;;LOCAL;default/
498;Tap 7 0,3l - Hopscor - Rotbier;;;item;4.0;;Tap Craft Beer 0,3L;Tap 7 0,3l - Hopscor - Rotbier;0.8925;;;;;LOCAL;default/
499;Tap 7 0,5l - Hopscor - Rotbier;;;item;5.5;;Tap Craft Beer 0,5L;Tap 7 0,5l - Hopscor - Rotbier;1.4875;;;;;LOCAL;default/
507;Vodka Tonic;;;combo;6.0;;Long Drinks;Vodka Tonic;1.3849;;;;;LOCAL;
508;Absolut Sensations 20% - 1l Flasche;;;item;0.0;;Spirit Bottles;Absolut Sensations 20% - 1l Flasche;16.6600;1.00000;VOLUME;;;LOCAL;
509;Berliner Berg - Pale Ale 0,33l;;;item;4.5;;Alkohol;Berliner Berg - Pale Ale 0,33l;1.3400;0.33000;VOLUME;;;LOCAL;default/
515;Hopscor Pale Ale - Strassenbräu Sonnenallee 50l;;;item;0.0;;Kegs;Hopscor Pale Ale - Strassenbräu Sonnenallee 50l;148.7500;50.00000;VOLUME;;;LOCAL;
517;Tonic bottle - 0.2l;;;item;3.0;;Soft Drinks;Tonic bottle - 0.2l;0.7500;;;;;LOCAL;
518;Red breast - irish whisky - 2 cl;;;item;6.0;;Whiskey;Red breast - irish whisky - 2 CL;;;;;;LOCAL;
522;Coke Mixer;;;item;3.0;;Long Drinks;Coke Mixer;0.2480;;;;;LOCAL;
527;Fever Tree - Grapefruit 0,2l;;;item;3.0;;GIN;Fever Tree - Grapefruit 0,2l;1.1400;0.20000;VOLUME;;;LOCAL;
528;Giffard Grenadinesirup 1l;;;item;0.0;;Spirit Bottles;Giffard Grenadinesirup 1l;6.7600;1.00000;VOLUME;;;LOCAL;
529;Monin Vanillesirup 1l;;;item;0.0;;Spirit Bottles;Monin Vanillesirup 1l;8.9800;1.00000;VOLUME;;;LOCAL;
530;Sarti Spritz;;;item;9.0;;Long Drinks;Sarti Spritz;1.2717;;;;;LOCAL;
533;No sauce;;;item;0.0;;Food;No sauce;;;;;;LOCAL;
534;Sirup - 2cl;;;item;0.5;;Coffee;Sirup - 2cl;0.1700;;;;;LOCAL;
535;Rucola;;;item;1.0;;Food;Rucola;0.2800;20.00000;MASS;;;LOCAL;
544;Glühwein with shot;;;combo;6.5;;Wein;Glühwein with shot;0.3592;;;;;LOCAL;
545;Shots;;1-1;group;0.0;;;Shots;;;;;;LOCAL;
546;Baileys Hot Chocolade;;;item;6.5;;Coffee;Baileys Hot Chocolade;0.3532;;;;;LOCAL;default/
549;Brewdog - Punk IPA Fass 30l;;;item;0.0;;Kegs;Brewdog - Punk IPA Fass 30l;78.7900;30.00000;VOLUME;;;LOCAL;
550;Hüttenglut Glühwein Klassik 10l;;;item;0.0;;Wein;Hitzkopf Glühwein Klassik 10l;17.4600;10.00000;VOLUME;;;LOCAL;
559;Tap 11 0,3l - Brewdog - Punk IPA 240525;;;item;5.0;;Tap Craft Beer 0,3L;Tap 11 0,3l - Brewdog - Punk IPA;0.9400;;;;;LOCAL;
560;Tap 11 0,5l - Brewdog - Punk IPA 240525;;;item;6.5;;Tap Craft Beer 0,5L;Tap 11 0,5l - Brewdog - Punk IPA;1.5600;;;;;LOCAL;
564;O+G Salat Rucola 125g;;;item;0.0;;Food;Rucola 150g;1.7300;125.00000;MASS;;;LOCAL;
572;Fever Tree - Bitter Lemon 0,2l;;;item;3.0;;GIN;Fever Tree Bitter Lemon 0,2l;1.1400;;;;;LOCAL;
573;Singleton 12J 0.7l Flasche;;;item;;;Whiskey Bottles;Singleton 12J 0.7l Flasche;26.1700;0.70000;VOLUME;;;LOCAL;
577;BRLO Happy Pils 30l;;;item;0.0;;Kegs;BRLO Happy Pils 30l;78.8200;30.00000;VOLUME;;;LOCAL;
582;Singleton 2cl;;;item;3.5;;Whiskey;Singleton 2cl;0.7500;;;;;LOCAL;
583;Singleton 4cl;;;item;7.0;;Whiskey;Singleton 4cl;1.5000;;;;;LOCAL;
584;Mexikaner Sharing Bottle 250ml;;;item;15.0;;SHOTS;Mexikaner Sharing Bottle 250ml;1.4982;;;;;LOCAL;
585;Johnnie Walker Black 2cl;;;item;3.0;;Whiskey;Johnnie Walker Black 2cl;0.6900;;;;;LOCAL;
586;Johnnie Walker Black 4cl;;;item;6.0;;Whiskey;Johnnie Walker Black 4cl;1.3700;;;;;LOCAL;
587;Johnnie Walker Black Flasche 0.7l;;;item;24.03;;Whiskey Bottles;Johnnie Walker Black Flasche 0.7l;24.0300;0.70000;VOLUME;;;LOCAL;
588;Kids Margherita Pizza;;;combo;6.0;;Pizza;Kids Margherita Pizza;0.6953;;;;;LOCAL;
589;Johnnie & Ginger;;;item;9.0;;Long Drinks;Johnnie & Ginger;1.7251;;;;;LOCAL;
590;Jameson & Ginger;;;item;8.0;;Long Drinks;Jameson & GInger;1.3280;;;;;LOCAL;
595;Maracuja Caramel 2cl;;;item;2.5;;SHOTS;Maracuja Caramel 2cl;0.3144;;;;;LOCAL;
596;Apple Cinnamon 2cl;;;item;2.5;;SHOTS;Apple Cinnamon 2cl;0.3144;;;;;LOCAL;
597;Mampe - Popcorn 0,2cl;;;item;3.5;;SHOTS;Mampe - Popcorn 0,2cl;0.8500;;;;;LOCAL;
600;Weihenstephan Weissbier 50l;;;item;0.0;;Kegs;Weihenstephan Weissbier 50l;102.1700;50.00000;VOLUME;;;LOCAL;
601;Apple Cinnamon Glückskultur - 0,75l Flasche;;;item;0.0;;Spirit Bottles;Apple Cinnamon Glückskultur - 0,75l Flasche;11.7900;0.75000;VOLUME;;;LOCAL;
602;Maracuja Caramel Glückskultur - 0,75l Flasche;;;item;0.0;;Spirit Bottles;Maracuja Caramel Glückskultur - 0,75l Flasche;11.7900;0.75000;VOLUME;;;LOCAL;
603;Weihenstep. Hefe AF 0,5l;;;item;4.5;;Alkohol;Weihenstep. Hefe AF 0,5l;0.9100;1.00000;DIMENSION_LESS;;;LOCAL;
604;Mampe Vodka - 0.7l Flasche;;;item;0.0;;Spirit Bottles;Mampe Vodka - 0.7l Flasche;11.1100;0.70000;VOLUME;;;LOCAL;
605;Mampe Popcorn - 0.5l Flasche;;;item;0.0;;Spirit Bottles;Mampe Popcorn - 0.5l Flasche;21.1300;0.50000;VOLUME;;;LOCAL;
